Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
4,SEZL,Financial Services,Credit Services,NASDAQ,456.28,99,99,99,99,469543264.0,163.7100067138672
7,NISN,Financial Services,Credit Services,NASDAQ,404.47,99,99,89,92,13619664.0,16.209999084472656
12,INSG,Technology,Communication Equipment,NASDAQ,337.38,99,99,99,17,103737712.0,16.06999969482422
15,RAIL,Industrials,Railroads,NASDAQ,317.63,99,99,44,90,67358160.0,11.31999969482422
17,RNA,Healthcare,Biotechnology,NASDAQ,312.05,99,99,99,98,4130786048.0,48.5099983215332
18,LENZ,Healthcare,Biotechnology,NASDAQ,296.66,99,99,99,99,467792032.0,22.799999237060547
19,ADMA,Healthcare,Biotechnology,NASDAQ,289.29,99,99,99,93,2461811456.0,19.770000457763672
21,CAPR,Healthcare,Biotechnology,NASDAQ,286.19,99,30,49,92,154779824.0,15.010000228881836
25,BYRN,Industrials,Aerospace & Defense,NASDAQ,267.66,99,95,97,99,240324800.0,17.09000015258789
29,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,251.59,99,99,96,34,624490496.0,44.45000076293945
30,CDNA,Healthcare,Diagnostics & Research,NASDAQ,249.97,99,99,96,37,734330176.0,30.924999237060547
34,WLFC,Industrials,Rental & Leasing Services,NASDAQ,240.46,99,98,94,57,410781888.0,144.72000122070312
36,AEYE,Technology,Software - Application,NASDAQ,234.8,99,99,99,98,212526320.0,22.82999992370605
37,LBPH,Healthcare,Biotechnology,NASDAQ,234.04,99,99,99,98,738721920.0,37.09000015258789
38,ZETA,Technology,Software—Application,NYSE,233.73,99,99,97,86,3581592576.0,29.65999984741211
40,DOGZ,Consumer Cyclical,Leisure,NASDAQ,227.08,99,99,97,52,201654288.0,27.71999931335449
41,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,226.04,99,99,99,99,12955388928.0,175.8000030517578
45,BVS,Healthcare,Medical Devices,NASDAQ,214.62,99,98,94,96,371476640.0,11.789999961853027
56,EWTX,Healthcare,Biotechnology,NASDAQ,203.72,99,97,98,97,1511381888.0,27.309999465942383
58,GDS,Technology,Information Technology Services,NASDAQ,202.62,99,98,93,12,1717016704.0,22.3799991607666
64,BNTC,Healthcare,Biotechnology,NASDAQ,199.33,98,98,99,96,67914232.0,10.975000381469728
68,APP,Technology,Software - Application,NASDAQ,198.27,98,95,98,98,26597492736.0,130.64999389648438
69,CAVA,Consumer Cyclical,Restaurants,NYSE,198.1,98,98,98,90,10877130752.0,122.43000030517578
70,FTAI,Industrials,Rental & Leasing Services,NASDAQ,196.24,98,98,99,97,9574752256.0,131.64999389648438
71,PPTA,Basic Materials,Other Precious Metals & Mining,NASDAQ,195.33,98,98,87,95,443103200.0,9.260000228881836
72,GGAL,Financial Services,Banks - Regional,NASDAQ,194.83,98,98,95,97,6550478336.0,42.40999984741211
73,PRM,Basic Materials,Specialty Chemicals,NYSE,194.31,98,98,94,93,1159015168.0,13.43000030517578
75,SPRY,Healthcare,Biotechnology,NASDAQ,193.2,98,96,94,94,878840320.0,14.460000038146973
78,TLN,,,NASDAQ,192.3,98,97,97,92,,179.00999450683594
81,PI,Technology,Communication Equipment,NASDAQ,189.52,98,95,98,92,4079125504.0,211.6699981689453
82,CMPO,Industrials,Metal Fabrication,NASDAQ,189.22,98,98,81,66,518202016.0,13.81999969482422
84,APLT,Healthcare,Biotechnology,NASDAQ,188.65,98,98,97,99,514201504.0,8.390000343322754
86,CNTA,Healthcare,Biotechnology,NASDAQ,188.39,98,96,82,96,962569728.0,17.200000762939453
88,IDR,Basic Materials,Gold,NYSE MKT,188.21,98,97,96,94,122180440.0,16.299999237060547
89,DOYU,Communication Services,Internet Content & Information,NASDAQ,186.0,98,98,98,17,324264896.0,11.229999542236328
95,VHI,Basic Materials,Chemicals,NYSE,182.65,98,98,67,56,553888832.0,32.290000915527344
96,TPC,Industrials,Engineering & Construction,NYSE,182.27,98,97,98,96,1027907392.0,26.530000686645508
97,AXGN,Healthcare,Medical Devices,NASDAQ,182.17,98,97,60,42,312487904.0,14.3100004196167
100,CRMD,Healthcare,Biotechnology,NASDAQ,180.0,98,92,56,88,237973760.0,8.100000381469727
101,BMA,Financial Services,Banks - Regional,NYSE,179.89,98,97,98,98,5020511232.0,65.27999877929688
103,INSM,Healthcare,Biotechnology,NASDAQ,179.49,98,98,99,81,10697345024.0,72.87999725341797
107,RKLB,Industrials,Aerospace & Defense,NASDAQ,178.17,98,88,69,15,2419549696.0,9.229999542236328
110,LFVN,Consumer Defensive,Packaged Foods,NASDAQ,177.18,98,59,45,82,84967016.0,12.329999923706056
111,POWL,Industrials,Electrical Equipment & Parts,NASDAQ,175.43,98,87,96,97,1969235968.0,228.50999450683597
112,SG,Consumer Cyclical,Restaurants,NYSE,174.23,98,96,96,97,3552299776.0,34.88999938964844
113,GATO,Basic Materials,Other Precious Metals & Mining,NYSE,173.97,98,96,97,95,744387584.0,15.359999656677246
114,BILI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,173.39,98,65,90,22,6682259456.0,26.729999542236328
115,TISI,Industrials,Specialty Business Services,NYSE,173.36,98,98,63,48,34924232.0,15.460000038146973
117,LWAY,Consumer Defensive,Packaged Foods,NASDAQ,173.18,98,95,44,98,192519872.0,26.13999938964844
118,TREE,Financial Services,Financial Conglomerates,NASDAQ,173.0,98,98,96,94,551858368.0,57.56999969482422
123,IESC,Industrials,Engineering & Construction,NASDAQ,171.96,97,96,96,97,2759391488.0,196.88999938964844
127,CRS,Industrials,Metal Fabrication,NYSE,171.22,97,97,95,86,4986626048.0,157.99000549316406
129,SOC,Energy,Oil & Gas Drilling,NYSE,170.36,97,98,93,42,914527744.0,24.46999931335449
130,INLX,Technology,Software—Application,NYSE MKT,170.21,97,98,91,90,24188086.0,11.239999771118164
132,UG,Consumer Defensive,Household & Personal Products,NASDAQ,168.54,97,97,82,37,41119164.0,15.40999984741211
134,PNTG,Healthcare,Medical Care Facilities,NASDAQ,167.9,97,98,95,92,680537344.0,32.91999816894531
135,KYMR,Healthcare,Biotechnology,NASDAQ,167.64,97,96,87,92,1914379008.0,46.56999969482422
136,USAP,Basic Materials,Steel,NASDAQ,167.26,97,97,95,96,306204480.0,39.58000183105469
137,VERA,Healthcare,Biotechnology,NASDAQ,167.23,97,94,97,99,2132252800.0,42.83000183105469
138,CLPT,Healthcare,Medical Devices,NASDAQ,165.96,97,98,37,29,143956576.0,10.8100004196167
139,RYAM,Basic Materials,Chemicals,NYSE,165.88,97,97,88,58,382308672.0,8.600000381469727
141,ZIM,Industrials,Marine Shipping,NYSE,165.18,97,94,96,19,2471393536.0,24.31999969482422
142,CHCI,Real Estate,Real Estate - Diversified,NASDAQ,164.99,97,94,89,76,62093432.0,10.100000381469728
144,BBAR,Financial Services,Banks - Regional,NYSE,164.13,97,97,96,97,2783302912.0,10.489999771118164
145,SFM,Consumer Defensive,Grocery Stores,NASDAQ,162.97,97,97,96,92,7812086784.0,110.97000122070312
147,SE,Consumer Cyclical,Internet Retail,NYSE,162.53,97,95,94,75,43810652160.0,97.48999786376952
150,RDFN,Real Estate,Real Estate Services,NASDAQ,162.4,97,88,25,10,729967808.0,12.550000190734863
