Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,ASTS,Technology,Communication Equipment,NASDAQ,594.65,99,99,98,7,2532088320.0,33.08000183105469
5,LENZ,Healthcare,Biotechnology,NASDAQ,446.1,99,99,99,91,467792032.0,24.71999931335449
7,CRBP,Healthcare,Biotechnology,NASDAQ,377.28,99,99,99,99,468184352.0,55.380001068115234
8,LBPH,Healthcare,Biotechnology,NASDAQ,366.71,99,99,98,99,738721920.0,35.38999938964844
9,SEZL,Financial Services,Credit Services,NASDAQ,350.84,99,99,99,98,469543264.0,134.35000610351562
11,SMMT,Healthcare,Biotechnology,NASDAQ,328.26,99,99,99,97,5601800704.0,12.0
13,INSG,Technology,Communication Equipment,NASDAQ,324.27,99,98,98,18,103737712.0,15.270000457763672
15,NISN,Financial Services,Credit Services,NASDAQ,312.57,99,99,31,78,13619664.0,11.90999984741211
21,SLNO,Healthcare,Biotechnology,NASDAQ,300.6,99,99,99,99,1734692864.0,49.79999923706055
24,DOGZ,Consumer Cyclical,Leisure,NASDAQ,290.29,99,99,97,89,201654288.0,22.96999931335449
25,RNA,Healthcare,Biotechnology,NASDAQ,282.48,99,99,99,98,4130786048.0,41.709999084472656
30,ADMA,Healthcare,Biotechnology,NASDAQ,260.52,99,99,99,95,2461811456.0,16.8700008392334
31,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,259.0,99,97,93,16,624490496.0,39.290000915527344
47,DCTH,Healthcare,Medical Devices,NASDAQ,217.54,99,97,95,28,212283504.0,10.859999656677246
48,QTTB,Healthcare,Biotechnology,NASDAQ,216.28,99,98,88,72,217226800.0,41.900001525878906
51,CDNA,Healthcare,Diagnostics & Research,NASDAQ,213.41,99,99,95,68,734330176.0,27.68000030517578
55,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,209.94,99,74,89,94,229773744.0,16.649999618530273
56,ZETA,Technology,Software—Application,NYSE,205.72,99,98,97,75,3581592576.0,24.8799991607666
62,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,199.11,98,99,99,99,12955388928.0,144.74000549316406
63,FTAI,Industrials,Rental & Leasing Services,NASDAQ,198.36,98,98,98,95,9574752256.0,119.41000366210938
67,INSM,Healthcare,Biotechnology,NASDAQ,194.64,98,99,98,74,10697345024.0,75.25
69,NRIX,Healthcare,Biotechnology,NASDAQ,191.23,98,99,92,93,1126084736.0,24.690000534057617
71,DOYU,Communication Services,Internet Content & Information,NASDAQ,189.23,98,97,75,18,324264896.0,8.970000267028809
72,CLPT,Healthcare,Medical Devices,NASDAQ,188.61,98,56,32,60,143956576.0,12.460000038146973
75,CMPO,Industrials,Metal Fabrication,NASDAQ,187.68,98,88,70,44,518202016.0,11.489999771118164
77,KEQU,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,186.52,98,98,97,90,104394888.0,51.43000030517578
78,STOK,Healthcare,Biotechnology,NASDAQ,184.26,98,99,98,55,776065344.0,15.489999771118164
80,PRAX,Healthcare,Biotechnology,NASDAQ,183.98,98,98,96,99,644796736.0,60.709999084472656
85,CAVA,Consumer Cyclical,Restaurants,NYSE,182.59,98,95,96,90,10877130752.0,113.97000122070312
