Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,NEON,Technology,Electronic Components,NASDAQ,570.87,99,99,55,6,30719000,12.119999885559082
2,WGS,Healthcare,Health Information Services,NASDAQ,546.43,99,99,99,98,671555136,39.06999969482422
3,LUMN,Communication Services,Telecom Services,NYSE,491.6,99,99,14,16,1086092800,7.190000057220459
4,SEZL,Financial Services,Credit Services,NASDAQ,467.31,99,99,99,99,469543264,176.97000122070312
5,ASTS,Technology,Communication Equipment,NASDAQ,432.14,99,99,99,6,2532088320,25.850000381469727
6,ADD,Communication Services,Entertainment,NASDAQ,423.22,99,99,8,2,4945666,1.4199999570846558
7,NISN,Financial Services,Credit Services,NASDAQ,416.64,99,99,32,92,13619664,16.649999618530273
8,SCPX,Healthcare,Biotechnology,NYSE MKT,416.52,99,99,1,10,10265812,0.75
9,INSG,Technology,Communication Equipment,NASDAQ,403.66,99,99,99,19,103737712,18.549999237060547
10,ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,379.91,99,99,99,99,16871360,3.049999952316284
11,COMM,Technology,Communication Equipment,NASDAQ,376.03,99,99,9,1,256855168,6.610000133514404
12,FTEL,Consumer Cyclical,Specialty Retail,NASDAQ,360.07,99,99,99,99,497564096,17.739999771118164
13,CADL,Healthcare,Biotechnology,NASDAQ,342.23,99,99,99,83,199960320,7.03000020980835
14,PSNL,Healthcare,Diagnostics & Research,NASDAQ,326.45,99,99,18,14,65442888,4.840000152587891
15,DOGZ,Consumer Cyclical,Leisure,NASDAQ,311.39,99,99,99,17,201654288,26.75
16,TLSIW,Healthcare,Medical Devices,NASDAQ,296.25,99,99,99,99,n/a,1.2000000476837158
17,SHCRW,Healthcare,Health Information Services,NASDAQ,295.57,99,99,2,11,n/a,0.0860000029206276
18,LENZ,Healthcare,Biotechnology,NASDAQ,290.65,99,99,99,99,467792032,21.690000534057617
19,ADMA,Healthcare,Biotechnology,NASDAQ,287.94,99,99,99,94,2461811456,19.290000915527344
20,POET,Technology,Semiconductors,NASDAQ,276.21,99,96,89,17,126549736,4.75
21,RAIL,Industrials,Railroads,NASDAQ,276.08,99,98,73,87,67358160,10.25
22,RNA,Healthcare,Biotechnology,NASDAQ,273.89,99,99,99,98,4130786048,44.0
23,LBPH,Healthcare,Biotechnology,NASDAQ,273.88,99,99,99,98,738721920,32.65999984741211
24,CRVS,Healthcare,Biotechnology,NASDAQ,267.51,99,98,51,62,116970928,5.179999828338623
25,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,267.02,99,99,95,26,624490496,45.90999984741211
26,DAVE,Technology,Software—Application,NASDAQ,265.62,99,99,99,99,470895648,40.77000045776367
27,SLNO,Healthcare,Biotechnology,NASDAQ,264.9,99,99,99,99,1734692864,46.880001068115234
28,AEYE,Technology,Software - Application,NASDAQ,262.29,99,99,99,96,212526320,23.579999923706055
29,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,259.92,99,99,99,98,51737596,9.220000267028809
30,CRIS,Healthcare,Biotechnology,NASDAQ,257.39,99,99,99,99,45973824,5.369999885559082
31,QTTB,Healthcare,Biotechnology,NASDAQ,256.9,99,98,77,90,217226800,44.369998931884766
32,BYRN,Industrials,Aerospace & Defense,NASDAQ,252.45,99,94,97,98,240324800,18.299999237060547
33,RCAT,Technology,Computer Hardware,NASDAQ,247.96,99,99,89,20,75767136,2.5899999141693115
34,BURU,Industrials,Specialty Industrial Machinery,NYSE MKT,247.6,99,99,12,10,7003263,0.5199999809265137
35,AKA,Consumer Cyclical,Internet Retail,NYSE,245.78,99,98,98,93,150772864,26.270000457763672
36,CLOV,Healthcare,Healthcare Plans,NASDAQ,243.93,99,99,92,19,546080704,2.9600000381469727
37,AVAH,Healthcare,Medical Care Facilities,NASDAQ,238.33,99,99,92,93,507880608,5.590000152587891
38,ZETA,Technology,Software—Application,NYSE,238.15,99,98,97,78,3581592576,30.239999771118164
39,ESGL,Industrials,Waste Management,NASDAQ,236.28,99,96,97,13,26217720,2.009000062942505
40,LSF,Consumer Defensive,Packaged Foods,NYSE MKT,232.26,99,99,99,98,41906316,4.800000190734863
41,RZLT,Healthcare,Biotechnology,NASDAQ,230.56,99,99,99,95,199377680,4.690000057220459
42,BGM,n/a,n/a,NASDAQ,230.52,99,97,48,33,n/a,7.929999828338623
43,JANX,Healthcare,Biotechnology,NASDAQ,230.49,99,98,99,99,2094768384,48.58000183105469
44,CDNA,Healthcare,Diagnostics & Research,NASDAQ,229.85,99,99,96,62,734330176,28.700000762939453
