Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Market Cap,Close
1,SMMT,Healthcare,Biotechnology,NASDAQ,566.47,99,99,99,94,5601800704,22.639999389648438
2,NEON,Technology,Electronic Components,NASDAQ,548.66,99,99,60,5,30719000,11.710000038146973
3,WGS,Healthcare,Health Information Services,NASDAQ,505.53,99,99,99,98,671555136,36.84000015258789
4,SEZL,Financial Services,Credit Services,NASDAQ,487.0,99,99,99,98,469543264,173.92999267578125
5,LUMN,Communication Services,Telecom Services,NYSE,484.39,99,99,15,14,1086092800,7.150000095367432
6,ADD,Communication Services,Entertainment,NASDAQ,417.73,99,99,9,2,4945666,1.399999976158142
7,SCPX,Healthcare,Biotechnology,NYSE MKT,411.71,99,99,1,11,10265812,0.7400000095367432
8,ASTS,Technology,Communication Equipment,NASDAQ,407.04,99,99,99,5,2532088320,24.389999389648438
9,NISN,Financial Services,Credit Services,NASDAQ,406.37,99,99,29,94,13619664,16.600000381469727
10,FTEL,Consumer Cyclical,Specialty Retail,NASDAQ,400.23,99,99,99,99,497564096,17.610000610351562
11,INSG,Technology,Communication Equipment,NASDAQ,396.27,99,99,99,17,103737712,18.209999084472656
12,ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,361.05,99,99,99,99,16871360,2.9600000381469727
13,COMM,Technology,Communication Equipment,NASDAQ,359.79,99,99,9,2,256855168,6.360000133514404
14,CADL,Healthcare,Biotechnology,NASDAQ,348.56,99,99,99,99,199960320,7.0
15,TLSIW,Healthcare,Medical Devices,NASDAQ,317.35,99,99,99,99,n/a,1.149999976158142
16,PSNL,Healthcare,Diagnostics & Research,NASDAQ,302.28,99,99,22,16,65442888,4.659999847412109
17,DOGZ,Consumer Cyclical,Leisure,NASDAQ,299.62,99,99,98,25,201654288,25.90999984741211
18,SHCRW,Healthcare,Health Information Services,NASDAQ,293.49,99,99,91,3,n/a,0.0860000029206276
19,LENZ,Healthcare,Biotechnology,NASDAQ,285.46,99,99,99,99,467792032,21.56999969482422
20,ADMA,Healthcare,Biotechnology,NASDAQ,285.13,99,99,99,94,2461811456,19.489999771118164
21,RNA,Healthcare,Biotechnology,NASDAQ,282.07,99,99,99,98,4130786048,45.95000076293945
22,RAIL,Industrials,Railroads,NASDAQ,269.22,99,98,64,87,67358160,9.949999809265137
23,POET,Technology,Semiconductors,NASDAQ,263.47,99,96,97,18,126549736,4.619999885559082
24,DAVE,Technology,Software—Application,NASDAQ,262.51,99,99,99,99,470895648,40.650001525878906
25,HROW,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,261.15,99,99,95,31,624490496,44.459999084472656
26,CRVS,Healthcare,Biotechnology,NASDAQ,261.07,99,98,51,41,116970928,5.199999809265137
27,QTTB,Healthcare,Biotechnology,NASDAQ,260.24,99,98,71,89,217226800,44.400001525878906
28,AEYE,Technology,Software - Application,NASDAQ,259.99,99,99,99,96,212526320,23.399999618530273
29,LBPH,Healthcare,Biotechnology,NASDAQ,258.76,99,99,99,98,738721920,31.260000228881836
30,CRIS,Healthcare,Biotechnology,NASDAQ,257.51,99,99,98,99,45973824,5.269999980926514
31,KINS,Financial Services,Insurance—Property & Casualty,NASDAQ,254.65,99,99,99,98,51737596,8.9399995803833
32,AGBA,Financial Services,Asset Management,NASDAQ,249.71,99,99,99,8,229691088,2.0999999046325684
33,BYRN,Industrials,Aerospace & Defense,NASDAQ,248.07,99,94,97,99,240324800,18.020000457763672
34,LSF,Consumer Defensive,Packaged Foods,NYSE MKT,245.52,99,99,99,98,41906316,4.900000095367432
35,AKA,Consumer Cyclical,Internet Retail,NYSE,241.66,99,98,98,94,150772864,25.260000228881836
36,RZLT,Healthcare,Biotechnology,NASDAQ,240.54,99,99,99,95,199377680,4.949999809265137
37,CLOV,Healthcare,Healthcare Plans,NASDAQ,237.42,99,99,92,21,546080704,2.890000104904175
38,WLFC,Industrials,Rental & Leasing Services,NASDAQ,233.0,99,98,95,59,410781888,140.00999450683594
39,AVAH,Healthcare,Medical Care Facilities,NASDAQ,231.42,99,99,89,93,507880608,5.590000152587891
40,ESGL,Industrials,Waste Management,NASDAQ,231.19,99,95,97,11,26217720,1.9299999475479126
41,ZETA,Technology,Software—Application,NYSE,228.8,99,98,98,88,3581592576,29.6299991607666
42,JVA,Consumer Defensive,Packaged Foods,NASDAQ,227.45,99,98,97,88,8163297,3.4700000286102295
43,JANX,Healthcare,Biotechnology,NASDAQ,226.59,99,98,99,99,2094768384,47.88999938964844
44,CDNA,Healthcare,Diagnostics & Research,NASDAQ,226.21,99,99,96,59,734330176,28.8700008392334
45,BGM,n/a,n/a,NASDAQ,223.79,99,97,59,50,n/a,7.699999809265137
46,CSLR,Technology,Solar,NASDAQ,222.51,99,84,95,9,75117640,3.0
47,CURI,Communication Services,Broadcasting,NASDAQ,221.45,99,96,92,87,60566304,2.0199999809265137
48,GDC,Communication Services,Electronic Gaming & Multimedia,NASDAQ,218.73,99,99,15,1,10736424,3.759999990463257
49,UAMY,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,217.4,99,98,83,21,38072932,0.75
50,RCAT,Technology,Computer Hardware,NASDAQ,217.05,99,99,90,20,75767136,2.359999895095825
51,BVS,Healthcare,Medical Devices,NASDAQ,216.61,99,97,93,96,371476640,11.619999885559082
52,TLN,n/a,n/a,NASDAQ,209.56,99,98,97,91,n/a,190.02000427246094
53,CVNA,Consumer Cyclical,Auto & Truck Dealerships,NYSE,206.59,99,99,99,99,12955388928,169.64999389648438
54,REAX,Real Estate,Real Estate Services,NASDAQ,206.01,99,99,98,98,728804992,5.599999904632568
55,VKTX,Healthcare,Biotechnology,NASDAQ,205.64,99,98,99,99,6216909824,63.130001068115234
56,GDS,Technology,Information Technology Services,NASDAQ,203.62,99,97,60,14,1717016704,20.170000076293945
57,APP,Technology,Software - Application,NASDAQ,202.67,99,95,98,98,26597492736,130.7100067138672
58,MRT,Technology,Software—Application,NYSE MKT,202.35,99,98,96,34,100945328,1.968999981880188
59,WAVE,Utilities,Utilities—Renewable,NASDAQ,200.52,99,98,97,6,19145292,4.050000190734863
60,HRTG,Financial Services,Insurance—Property & Casualty,NYSE,199.57,99,98,49,97,229773744,16.579999923706055
61,RGS,Consumer Cyclical,Personal Services,NASDAQ,199.1,98,99,97,8,10647367,26.850000381469727
62,CAVA,Consumer Cyclical,Restaurants,NYSE,198.54,98,98,98,92,10877130752,126.83999633789062
